Date,Open,High,Low,Close,Adj Close,Volume
2014-03-11,19.123215,19.240713,19.021070,19.146070,16.954166,279224400
2014-03-12,19.089643,19.191071,19.000000,19.164642,16.970610,199326400
2014-03-13,19.194286,19.273571,18.898571,18.951786,16.782125,257742800
2014-03-14,18.885357,18.960358,18.678572,18.738930,16.593639,237199200
2014-03-17,18.846430,18.927500,18.780357,18.812143,16.658463,199544800
2014-03-18,18.782143,18.998928,18.757143,18.978571,16.805843,209647200
2014-03-19,19.009287,19.151428,18.892857,18.973572,16.801420,224756000
2014-03-20,18.924643,19.023930,18.833929,18.882143,16.720457,208398400
2014-03-21,18.997499,19.062500,18.797501,19.031071,16.852333,374046400
2014-03-24,19.229286,19.303572,19.109285,19.256786,17.052210,355700800
2014-03-25,19.339287,19.491072,19.271070,19.463928,17.235636,282293200
2014-03-26,19.518572,19.607143,19.245001,19.277857,17.070868,299768000
2014-03-27,19.286428,19.339287,19.111429,19.195000,16.997496,222031600
2014-03-28,19.225714,19.247856,19.080357,19.173571,16.978518,200564000
2014-03-31,19.258215,19.314644,19.140356,19.169287,16.974724,168669200
2014-04-01,19.205713,19.352501,19.170357,19.344643,17.130003,200760000
2014-04-02,19.370714,19.410000,19.295000,19.376785,17.158472,180420800
2014-04-03,19.335358,19.375000,19.201429,19.242500,17.039557,162344000
2014-04-04,19.278929,19.285713,18.949286,18.993570,16.819130,275251200
2014-04-07,18.857857,18.960714,18.638929,18.695356,16.555052,289850400
2014-04-08,18.756786,18.790001,18.525000,18.694286,16.554108,243888400
2014-04-09,18.665714,18.946072,18.643572,18.940001,16.771687,206169600
2014-04-10,18.952856,19.008572,18.684643,18.695715,16.555370,239652000
2014-04-11,18.535713,18.672501,18.469286,18.557501,16.432978,271717600
2014-04-14,18.639286,18.648571,18.471786,18.631430,16.498440,205674000
2014-04-15,18.581072,18.629999,18.261786,18.498571,16.380798,266490000
2014-04-16,18.501785,18.610357,18.362143,18.536072,16.414003,214765600
2014-04-17,18.571428,18.848572,18.542856,18.747856,16.601538,284334400
2014-04-21,18.762142,19.004999,18.712856,18.970358,16.798573,182548800
2014-04-22,18.868214,18.993929,18.803572,18.989286,16.815342,202563200
2014-04-23,18.895000,18.968929,18.730356,18.741072,16.595533,394940000
2014-04-24,20.293215,20.357143,20.026072,20.277500,17.956072,759911600
2014-04-25,20.161785,20.428213,20.141430,20.426430,18.087946,390275200
2014-04-28,20.457144,21.276787,20.448214,21.217501,18.788454,669485600
2014-04-29,21.205000,21.285000,21.053928,21.154642,18.732786,337377600
2014-04-30,21.165714,21.408215,21.064285,21.074642,18.661949,456640800
2014-05-01,21.142857,21.242857,20.941429,21.124287,18.705910,244048000
2014-05-02,21.155001,21.221430,21.061071,21.163570,18.740698,191514400
2014-05-05,21.076429,21.464287,21.071428,21.462856,19.005726,287067200
2014-05-06,21.492857,21.586071,21.228930,21.228930,18.798573,374564400
2014-05-07,21.258928,21.331785,20.990356,21.154642,18.732786,282864400
2014-05-08,21.008928,21.228930,20.942858,20.999643,18.699402,230297200
2014-05-09,20.876429,20.937500,20.726070,20.912144,18.621485,291597600
2014-05-12,20.981787,21.202143,20.978571,21.172501,18.853329,213208800
2014-05-13,21.142857,21.233570,21.096430,21.205713,18.882893,159737200
2014-05-14,21.158215,21.335714,21.133572,21.209642,18.886395,166404000
2014-05-15,21.239286,21.307142,21.001429,21.029285,18.725800,230846000
2014-05-16,21.022499,21.340357,20.907143,21.339643,19.002157,276256400
2014-05-19,21.351786,21.690357,21.333214,21.592501,19.227318,317755200
2014-05-20,21.589643,21.657143,21.454643,21.596786,19.231136,234836000
2014-05-21,21.565357,21.667856,21.502144,21.653929,19.282019,196859600
2014-05-22,21.664286,21.780357,21.575001,21.688213,19.312544,200760000
2014-05-23,21.687500,21.954643,21.659643,21.933214,19.530710,232209600
2014-05-27,21.995714,22.352142,21.986786,22.343929,19.896435,348866000
2014-05-28,22.357857,22.493929,22.277857,22.286072,19.844917,315481600
2014-05-29,22.423214,22.745358,22.420357,22.692142,20.206509,376474000
2014-05-30,22.785000,23.006071,22.460714,22.607143,20.130816,564020800
2014-06-02,22.641430,22.672501,22.232143,22.451786,19.992479,369350800
2014-06-03,22.445000,22.812143,22.437500,22.769285,20.275194,292709200
2014-06-04,22.765715,23.138929,22.718214,23.029285,20.506720,335482000
2014-06-05,23.078571,23.191786,22.950357,23.119642,20.587181,303805600
2014-06-06,23.210714,23.259287,23.016787,23.056070,20.530567,349938400
2014-06-09,23.174999,23.469999,22.937500,23.424999,20.859093,301660000
2014-06-10,23.682501,23.762501,23.392500,23.562500,20.981539,251108000
2014-06-11,23.532499,23.690001,23.367500,23.465000,20.894709,182724000
2014-06-12,23.510000,23.530001,22.975000,23.072500,20.545208,218996000
2014-06-13,23.049999,23.110001,22.719999,22.820000,20.320364,218100000
2014-06-16,22.877501,23.187500,22.862499,23.049999,20.525171,142244000
2014-06-17,23.077499,23.174999,22.950001,23.020000,20.498455,118904000
2014-06-18,23.067499,23.072500,22.837500,23.045000,20.520714,134056000
2014-06-19,23.072500,23.075001,22.834999,22.965000,20.449474,142112000
2014-06-20,22.962500,23.137501,22.725000,22.727501,20.237993,403592000
2014-06-23,22.830000,22.905001,22.650000,22.707500,20.220186,174776000
2014-06-24,22.687500,22.934999,22.547501,22.570000,20.097744,156144000
2014-06-25,22.552500,22.674999,22.412500,22.590000,20.115557,147476000
2014-06-26,22.592501,22.762501,22.450001,22.725000,20.235764,130516000
2014-06-27,22.705000,23.000000,22.692499,22.995001,20.476191,256116000
2014-06-30,23.025000,23.432501,23.022499,23.232500,20.687679,197929200
2014-07-01,23.379999,23.517500,23.282499,23.379999,20.819019,152892000
2014-07-02,23.467501,23.514999,23.272499,23.370001,20.810112,113860000
2014-07-03,23.417500,23.525000,23.299999,23.507500,20.932552,91567200
2014-07-07,23.535000,23.997499,23.525000,23.992500,21.364431,225872000
2014-07-08,24.067499,24.200001,23.480000,23.837500,21.226406,260888000
2014-07-09,23.860001,23.987499,23.690001,23.847500,21.235308,145744000
2014-07-10,23.440001,23.887501,23.379999,23.760000,21.157394,158744000
2014-07-11,23.840000,23.972500,23.715000,23.805000,21.197464,136072000
2014-07-14,23.965000,24.222500,23.912500,24.112499,21.471283,171240000
2014-07-15,24.200001,24.212500,23.757500,23.830000,21.219725,181911600
2014-07-16,24.242500,24.275000,23.684999,23.695000,21.099512,213585200
2014-07-17,23.757500,23.820000,23.142500,23.272499,20.723297,229192000
2014-07-18,23.405001,23.684999,23.254999,23.607500,21.021599,199952000
2014-07-21,23.747499,23.750000,23.430000,23.485001,20.912519,156316000
2014-07-22,23.670000,23.722500,23.530001,23.680000,21.086157,220788000
2014-07-23,23.855000,24.469999,23.792500,24.297501,21.636021,371672000
2014-07-24,24.260000,24.330000,24.105000,24.257500,21.600395,182916000
2014-07-25,24.212500,24.459999,24.160000,24.417500,21.742872,173876000
2014-07-28,24.455000,24.809999,24.387501,24.754999,22.043406,221272000
2014-07-29,24.832500,24.860001,24.562500,24.594999,21.900930,172572000
2014-07-30,24.610001,24.674999,24.417500,24.537500,21.849728,132040000
2014-07-31,24.290001,24.362499,23.832500,23.900000,21.282057,227372000
2014-08-01,23.725000,24.155001,23.702499,24.032499,21.400043,194044000
2014-08-04,24.092501,24.145000,23.792500,23.897499,21.279837,159832000
2014-08-05,23.840000,23.920000,23.590000,23.780001,21.175213,223732000
2014-08-06,23.687500,23.870001,23.677500,23.740000,21.139585,154232000
2014-08-07,23.732500,23.987499,23.525000,23.620001,21.137352,186844000
2014-08-08,23.565001,23.705000,23.320000,23.684999,21.195515,167460000
2014-08-11,23.817499,24.020000,23.709999,23.997499,21.475170,146340000
2014-08-12,24.010000,24.219999,23.902500,23.992500,21.470697,135180000
2014-08-13,24.037500,24.309999,24.010000,24.309999,21.754826,127664000
2014-08-14,24.332500,24.392500,24.200001,24.375000,21.812983,112464000
2014-08-15,24.475000,24.547501,24.215000,24.495001,21.920380,195804000
2014-08-18,24.622499,24.842501,24.495001,24.790001,22.184372,190288000
2014-08-19,24.852501,25.170000,24.830000,25.132500,22.490873,277596000
2014-08-20,25.110001,25.272499,24.987499,25.142500,22.499819,210796000
2014-08-21,25.142500,25.235001,25.027500,25.145000,22.502058,133912000
2014-08-22,25.072500,25.367500,25.047501,25.330000,22.667616,176736000
2014-08-25,25.447500,25.542500,25.320000,25.385000,22.716831,161080000
2014-08-26,25.355000,25.375000,25.215000,25.222500,22.571415,132608000
2014-08-27,25.254999,25.642500,25.174999,25.532499,22.848829,209476000
2014-08-28,25.397499,25.695000,25.389999,25.562500,22.875675,273840000
2014-08-29,25.715000,25.725000,25.549999,25.625000,22.931610,178380000
2014-09-02,25.764999,25.934999,25.680000,25.825001,23.110580,214256000
2014-09-03,25.775000,25.799999,24.645000,24.735001,22.135153,501684000
2014-09-04,24.712500,25.022499,24.447500,24.530001,21.951706,342872000
2014-09-05,24.700001,24.847500,24.577499,24.742500,22.141867,233828000
2014-09-08,24.825001,24.827499,24.512501,24.590000,22.005398,185426800
2014-09-09,24.770000,25.770000,24.035000,24.497499,21.922619,759385200
2014-09-10,24.502501,25.277500,24.440001,25.250000,22.596020,403478400
2014-09-11,25.102501,25.360001,24.905001,25.357500,22.692223,249412400
2014-09-12,25.302500,25.547501,25.270000,25.415001,22.743679,250504400
2014-09-15,25.702499,25.762501,25.360001,25.407499,22.736967,245266000
2014-09-16,24.950001,25.315001,24.722500,25.215000,22.564703,267632400
2014-09-17,25.317499,25.450001,25.147499,25.395000,22.725780,243706000
2014-09-18,25.482500,25.587500,25.389999,25.447500,22.772764,149197600
2014-09-19,25.572500,25.587500,25.125000,25.240000,22.587070,283609600
2014-09-22,25.450001,25.535000,25.145000,25.264999,22.609446,211153600
2014-09-23,25.150000,25.735001,25.135000,25.660000,22.962925,253608800
2014-09-24,25.540001,25.712500,25.299999,25.437500,22.763819,240687200
2014-09-25,25.127501,25.177500,24.430000,24.467501,21.895773,400368000
2014-09-26,24.632500,25.187500,24.600000,25.187500,22.540089,249482000
2014-09-29,24.662500,25.110001,24.657499,25.027500,22.396912,199065200
2014-09-30,25.202499,25.385000,25.132500,25.187500,22.540089,221056400
2014-10-01,25.147499,25.172501,24.674999,24.795000,22.188848,205965200
2014-10-02,24.817499,25.055000,24.510000,24.975000,22.349932,191031200
2014-10-03,24.860001,25.052500,24.760000,24.905001,22.287289,173878400
2014-10-06,24.987499,25.162500,24.855000,24.905001,22.287289,148204800
2014-10-07,24.857500,25.030001,24.682501,24.687500,22.092642,168376800
2014-10-08,24.690001,25.277500,24.577499,25.200001,22.551273,229618800
2014-10-09,25.385000,25.594999,25.152500,25.254999,22.600496,309506000
2014-10-10,25.172501,25.507500,25.075001,25.182501,22.535618,265326400
2014-10-13,25.332500,25.445000,24.952499,24.952499,22.329792,214333600
2014-10-14,25.097500,25.129999,24.642500,24.687500,22.092642,254754400
2014-10-15,24.492500,24.787500,23.795000,24.385000,21.821932,403734400
2014-10-16,23.887501,24.430000,23.852501,24.065001,21.535576,288618000
2014-10-17,24.375000,24.750000,24.202499,24.417500,21.851021,272718800
2014-10-20,24.580000,24.990000,24.555000,24.940001,22.318607,310069200
2014-10-21,25.754999,25.754999,25.317499,25.617500,22.924896,378495600
2014-10-22,25.709999,26.027500,25.650000,25.747499,23.041227,273052400
2014-10-23,26.020000,26.262501,25.907499,26.207500,23.452885,284298800
2014-10-24,26.295000,26.372499,26.132500,26.305000,23.540134,188215600
2014-10-27,26.212500,26.370001,26.174999,26.277500,23.515526,136750800
2014-10-28,26.350000,26.684999,26.337500,26.684999,23.880196,192243600
2014-10-29,26.662500,26.842501,26.590000,26.834999,24.014423,210751600
2014-10-30,26.740000,26.837500,26.475000,26.745001,23.933887,162619200
2014-10-31,27.002501,27.010000,26.802500,27.000000,24.162086,178557200
2014-11-03,27.055000,27.575001,27.002501,27.350000,24.475296,209130400
2014-11-04,27.340000,27.372499,26.930000,27.150000,24.296324,166297600
2014-11-05,27.275000,27.325001,27.032499,27.215000,24.354488,149743600
2014-11-06,27.150000,27.197500,26.950001,27.174999,24.424143,139874000
2014-11-07,27.187500,27.330000,27.137501,27.252501,24.493792,134766000
2014-11-10,27.254999,27.332500,27.167500,27.207500,24.453350,108782000
2014-11-11,27.174999,27.437500,27.100000,27.424999,24.648830,109769200
2014-11-12,27.344999,27.857500,27.342501,27.812500,24.997108,187769600
2014-11-13,27.950001,28.362499,27.900000,28.205000,25.349873,238091600
2014-11-14,28.287500,28.547501,27.802500,28.545000,25.655455,176254400
2014-11-17,28.567499,29.320000,28.325001,28.497499,25.612768,186986800
2014-11-18,28.485001,28.922501,28.472500,28.867500,25.945313,176896000
2014-11-19,28.860001,28.934999,28.450001,28.667500,25.765562,167476800
2014-11-20,28.727501,29.215000,28.712500,29.077499,26.134050,173582000
2014-11-21,29.377501,29.392500,29.007500,29.117500,26.170004,228717200
2014-11-24,29.212500,29.692499,29.155001,29.657499,26.655338,189803200
2014-11-25,29.767500,29.937500,29.362499,29.400000,26.423912,275361600
2014-11-26,29.485001,29.775000,29.457500,29.750000,26.738478,163073200
2014-11-28,29.817499,29.850000,29.512501,29.732500,26.722746,99257600
2014-12-01,29.702499,29.812500,27.817499,28.767500,25.855440,335256000
2014-12-02,28.375000,28.937500,28.187500,28.657499,25.756571,237395600
2014-12-03,28.937500,29.087500,28.777500,28.982500,26.048670,172253600
2014-12-04,28.942499,29.299999,28.822500,28.872499,25.949810,168178000
2014-12-05,28.997499,29.020000,28.660000,28.750000,25.839706,153275600
2014-12-08,28.525000,28.662500,27.905001,28.100000,25.255505,230659600
2014-12-09,27.547501,28.575001,27.337500,28.530001,25.641979,240832000
2014-12-10,28.602501,28.712500,27.885000,27.987499,25.154388,178261200
2014-12-11,28.065001,28.450001,27.834999,27.905001,25.080240,165606800
2014-12-12,27.615000,27.967501,27.395000,27.432501,24.655577,224112400
2014-12-15,27.674999,27.900000,26.587500,27.057501,24.318535,268872400
2014-12-16,26.592501,27.540001,26.565001,26.687500,23.985987,243162800
2014-12-17,26.780001,27.459999,26.705000,27.352501,24.583673,213647200
2014-12-18,27.967501,28.162500,27.665001,28.162500,25.311678,236024800
2014-12-19,28.065001,28.309999,27.915001,27.945000,25.116192,353719200
2014-12-22,28.040001,28.372499,27.992500,28.235001,25.376841,180670000
2014-12-23,28.307501,28.332500,28.115000,28.135000,25.286963,104113600
2014-12-24,28.145000,28.177500,28.002501,28.002501,25.167877,57918400
2014-12-26,28.025000,28.629999,28.002501,28.497499,25.612768,134884000
2014-12-29,28.447500,28.692499,28.424999,28.477501,25.594793,110395600
2014-12-30,28.410000,28.480000,28.027500,28.129999,25.282467,119526000
2014-12-31,28.205000,28.282499,27.552500,27.594999,24.801626,165613600
2015-01-02,27.847500,27.860001,26.837500,27.332500,24.565699,212818400
2015-01-05,27.072500,27.162500,26.352501,26.562500,23.873644,257142000
2015-01-06,26.635000,26.857500,26.157499,26.565001,23.875895,263188400
2015-01-07,26.799999,27.049999,26.674999,26.937500,24.210684,160423600
2015-01-08,27.307501,28.037500,27.174999,27.972500,25.140913,237458000
2015-01-09,28.167500,28.312500,27.552500,28.002501,25.167877,214798000
2015-01-12,28.150000,28.157499,27.200001,27.312500,24.547716,198603200
2015-01-13,27.857500,28.200001,27.227501,27.555000,24.765669,268367600
2015-01-14,27.260000,27.622499,27.125000,27.450001,24.671303,195826400
2015-01-15,27.500000,27.514999,26.665001,26.705000,24.001717,240056000
2015-01-16,26.757500,26.895000,26.299999,26.497499,23.815224,314053200
2015-01-20,26.959999,27.242500,26.625000,27.180000,24.428631,199599600
2015-01-21,27.237499,27.764999,27.067499,27.387501,24.615133,194303600
2015-01-22,27.565001,28.117500,27.430000,28.100000,25.255505,215185600
2015-01-23,28.075001,28.437500,27.882500,28.245001,25.385828,185859200
2015-01-26,28.434999,28.590000,28.200001,28.275000,25.412790,222460000
2015-01-27,28.105000,28.120001,27.257500,27.285000,24.523005,382274800
2015-01-28,29.407499,29.530001,28.827499,28.827499,25.909365,585908400
2015-01-29,29.080000,29.797501,28.889999,29.725000,26.716007,337745600
2015-01-30,29.600000,30.000000,29.212500,29.290001,26.325041,334982000
2015-02-02,29.512501,29.792500,29.020000,29.657499,26.655338,250956400
2015-02-03,29.625000,29.772499,29.402500,29.662500,26.659832,207662800
2015-02-04,29.625000,30.127501,29.577499,29.889999,26.864305,280598800
2015-02-05,30.004999,30.057501,29.812500,29.985001,27.056047,168984800
2015-02-06,30.004999,30.062500,29.612499,29.732500,26.828215,174826400
2015-02-09,29.637501,29.959999,29.607500,29.930000,27.006428,155559200
2015-02-10,30.042500,30.537500,30.040001,30.504999,27.525257,248034000
2015-02-11,30.692499,31.230000,30.625000,31.219999,28.170412,294247200
2015-02-12,31.514999,31.870001,31.392500,31.615000,28.526833,297898000
2015-02-13,31.820000,31.820000,31.412500,31.770000,28.666685,217088800
2015-02-17,31.872499,32.220001,31.730000,31.957500,28.835880,252609600
2015-02-18,31.907499,32.195000,31.862499,32.180000,29.036642,179566800
2015-02-19,32.119999,32.257500,32.082500,32.112499,28.975731,149449600
2015-02-20,32.154999,32.375000,32.012501,32.375000,29.212593,195793600
2015-02-23,32.505001,33.250000,32.415001,33.250000,30.002129,283896400
2015-02-24,33.235001,33.400002,32.792500,33.042500,29.814896,276912400
2015-02-25,32.889999,32.900002,32.037498,32.197498,29.052429,298846800
2015-02-26,32.197498,32.717499,31.652500,32.605000,29.420128,365150000
2015-02-27,32.500000,32.642502,32.060001,32.115002,28.977991,248059200
2015-03-02,32.312500,32.570000,32.075001,32.272499,29.120104,192386800
2015-03-03,32.240002,32.380001,32.022499,32.340000,29.181007,151265200
2015-03-04,32.275002,32.389999,32.080002,32.134998,28.996042,126665200
2015-03-05,32.145000,32.187500,31.440001,31.602501,28.515549,226068400
2015-03-06,32.099998,32.342499,31.565001,31.650000,28.558413,291368400
2015-03-09,31.990000,32.392502,31.264999,31.785000,28.680223,354114000
2015-03-10,31.602501,31.805000,30.950001,31.127501,28.086954,275426400
2015-03-11,31.187500,31.192499,30.527500,30.559999,27.574881,275756000
2015-03-12,30.577499,31.225000,30.407499,31.112499,28.073416,193450800
2015-03-13,31.100000,31.350000,30.645000,30.897499,27.879412,207309200
2015-03-16,30.969999,31.237499,30.717501,31.237499,28.186203,143497200
2015-03-17,31.475000,31.830000,31.412500,31.760000,28.657665,204092400
2015-03-18,31.750000,32.290001,31.592501,32.117500,28.980244,261083600
2015-03-19,32.187500,32.312500,31.850000,31.875000,28.761438,183238000
2015-03-20,32.062500,32.099998,31.290001,31.475000,28.400507,274780400
2015-03-23,31.780001,31.962500,31.629999,31.802500,28.696020,150838800
2015-03-24,31.807501,32.009998,31.639999,31.672501,28.578714,131369200
2015-03-25,31.635000,31.705000,30.844999,30.844999,27.832047,206620800
2015-03-26,30.690001,31.219999,30.650000,31.059999,28.026039,190291600
2015-03-27,31.142500,31.174999,30.727501,30.812500,27.802723,158184800
2015-03-30,31.012501,31.600000,31.000000,31.592501,28.506533,188398800
2015-03-31,31.522499,31.622499,31.090000,31.107500,28.068903,168362400
2015-04-01,31.205000,31.280001,30.775000,31.062500,28.028299,162485600
2015-04-02,31.257500,31.389999,31.047501,31.330000,28.269667,128880400
2015-04-06,31.117500,31.877501,31.082500,31.837500,28.727598,148776000
2015-04-07,31.910000,32.029999,31.495001,31.502501,28.425320,140049200
2015-04-08,31.462500,31.600000,31.242500,31.400000,28.332829,149316800
2015-04-09,31.462500,31.645000,31.165001,31.639999,28.549389,129936000
2015-04-10,31.487499,31.802500,31.315001,31.775000,28.671202,160752000
2015-04-13,32.092499,32.142502,31.652500,31.712500,28.614809,145460400
2015-04-14,31.750000,31.822500,31.477501,31.575001,28.490738,102098400
2015-04-15,31.602501,31.782499,31.502501,31.695000,28.599014,115881600
2015-04-16,31.570000,31.775000,31.527500,31.542500,28.461405,113476000
2015-04-17,31.387501,31.535000,31.115000,31.187500,28.141087,207828000
2015-04-20,31.392500,32.029999,31.292500,31.900000,28.783993,188217200
2015-04-21,32.025002,32.049999,31.667500,31.727501,28.628342,129740400
2015-04-22,31.747499,32.217499,31.580000,32.154999,29.014084,150618000
2015-04-23,32.075001,32.605000,32.035000,32.417500,29.250938,183083600
2015-04-24,32.622501,32.657501,32.307499,32.570000,29.388546,178103600
2015-04-27,33.077499,33.282501,32.787498,33.162498,29.923164,387816800
2015-04-28,33.615002,33.634998,32.392502,32.639999,29.451706,475696000
2015-04-29,32.540001,32.897499,32.075001,32.160000,29.018597,253544400
2015-04-30,32.160000,32.160000,31.145000,31.287500,28.231319,332781600
2015-05-01,31.525000,32.532501,31.325001,32.237499,29.088526,234050400
2015-05-04,32.375000,32.642502,32.064999,32.174999,29.032125,203953200
2015-05-05,32.037498,32.112499,31.445000,31.450001,28.377951,197085600
2015-05-06,31.639999,31.687500,30.840000,31.252501,28.199743,288564000
2015-05-07,31.192499,31.520000,31.004999,31.315001,28.374163,175763600
2015-05-08,31.670000,31.905001,31.527500,31.905001,28.908749,222201600
2015-05-11,31.847500,31.889999,31.407499,31.580000,28.614275,168143200
2015-05-12,31.400000,31.719999,31.205000,31.467501,28.512344,192640000
2015-05-13,31.537500,31.797501,31.467501,31.502501,28.544056,138776800
2015-05-14,31.852501,32.237499,31.790001,32.237499,29.210032,180814000
2015-05-15,32.267502,32.372501,32.052502,32.192501,29.169254,152832000
2015-05-18,32.095001,32.680000,32.090000,32.547501,29.490917,203531600
2015-05-19,32.672501,32.720001,32.410000,32.517502,29.463739,178532800
2015-05-20,32.500000,32.744999,32.334999,32.514999,29.461466,145819600
2015-05-21,32.517502,32.907501,32.457500,32.847500,29.762743,158921600
2015-05-22,32.900002,33.242500,32.849998,33.134998,30.023243,182384000
2015-05-26,33.150002,33.227501,32.279999,32.404999,29.361801,282790400
2015-05-27,32.584999,33.064999,32.512501,33.009998,29.909990,183332800
2015-05-28,32.965000,32.987499,32.775002,32.945000,29.851080,122933200
2015-05-29,32.807499,32.862499,32.474998,32.570000,29.511303,203538000
2015-06-01,32.570000,32.847500,32.512501,32.634998,29.570192,128451200
2015-06-02,32.465000,32.665001,32.330002,32.490002,29.438814,134670400
2015-06-03,32.665001,32.735001,32.474998,32.529999,29.475058,123934000
2015-06-04,32.395000,32.645000,32.227501,32.340000,29.302902,153800400
2015-06-05,32.375000,32.422501,32.090000,32.162498,29.142073,142507200
2015-06-08,32.224998,32.302502,31.707500,31.950001,28.949528,210699200
2015-06-09,31.674999,32.020000,31.405001,31.855000,28.863449,224301600
2015-06-10,31.980000,32.334999,31.962500,32.220001,29.194178,156349200
2015-06-11,32.294998,32.544998,32.119999,32.147499,29.128481,141563600
2015-06-12,32.047501,32.082500,31.777500,31.792500,28.806824,147544800
2015-06-15,31.525000,31.809999,31.427500,31.730000,28.750191,175955600
2015-06-16,31.757500,31.962500,31.592501,31.900000,28.904228,125976400
2015-06-17,31.930000,31.969999,31.684999,31.825001,28.836269,131672400
2015-06-18,31.807501,32.077499,31.805000,31.969999,28.967649,141628800
2015-06-19,31.927500,31.955000,31.600000,31.650000,28.677698,218867600
2015-06-22,31.872499,32.014999,31.770000,31.902500,28.906483,136157200
2015-06-23,31.870001,31.902500,31.719999,31.757500,28.775108,121075600
2015-06-24,31.802500,32.450001,31.780001,32.027500,29.019754,221123600
2015-06-25,32.215000,32.299999,31.875000,31.875000,28.881571,127752400
2015-06-26,31.917500,31.997499,31.627501,31.687500,28.711683,176267200
2015-06-29,31.365000,31.617500,31.120001,31.132500,28.208801,196645600
2015-06-30,31.392500,31.530001,31.215000,31.357500,28.412674,177482800
2015-07-01,31.725000,31.735001,31.497499,31.650000,28.677698,120955200
2015-07-02,31.607500,31.672501,31.442499,31.610001,28.641462,108844000
2015-07-06,31.235001,31.557501,31.212500,31.500000,28.541784,112241600
2015-07-07,31.472500,31.537500,30.942499,31.422501,28.471567,187787200
2015-07-08,31.120001,31.160000,30.635000,30.642500,27.764822,243046400
2015-07-09,30.962500,31.014999,29.805000,30.017500,27.198515,314380000
2015-07-10,30.485001,30.962500,30.302500,30.820000,27.925648,245418000
2015-07-13,31.257500,31.440001,31.080000,31.415001,28.464771,165762000
2015-07-14,31.510000,31.592501,31.260000,31.402500,28.453444,127072400
2015-07-15,31.430000,31.787500,31.395000,31.705000,28.727539,134596800
2015-07-16,31.934999,32.142502,31.837500,32.127499,29.110361,144889600
